title,tag
"Kasich: “If A Woman Is Not Intelligent Enough To Keep Her Legs Closed, How Can We Entrust The Abortion Decision To Her?”",0
Democrat Maxine Waters Has Shown Up To Only 10% Of Congressional Meetings For 35 YEARS,0
GOP Official Who Says America Needs ?Another 9/11? Shares _______________ With Trump,0
82-Year-Old Who Killed A Muslim In Self-Defense Gets The Death Penalty,0
DEA Just Raided A United States Senator,0
"CNN Shocks America, FIRES ‘Journalist’ Who Made Fun Of Sarah Sanders’ Face",0
Trump’s DHS Secretary Confirms They Are Preparing To Arrest Sanctuary City Leaders,0
Twelve More Hurricanes Headed Towards US,0
CALIFORNIA DEMOCRAT MAXINE WATERS CHARGED ON 3 COUNTS. DO YOU SUPPORT THIS?,0
"BREAKING: British Intelligence Seizes Clinton Foundation Warehouse, $400 Million In Cash – NRTOnline",0
"OFFICIAL: Rudy Giuliani Officially Resigns, Trump’s Legal Team on Its Last Leg",0
Michelle Obama Just Received LIFE-SHATTERING News From The Doctor,0
SPECIAL REPORT: GEORGIA BECOMES FIRST STATE TO BAN MUSLIM CULTURE IN HISTORIC MOVE TO RESTORE WESTERN VALUES!,0
Tens of Thousands Of Scientists Declare Climate Change A Hoax,0
The numbers don't lie... - Occupy Democrats,0
Donald Trump to issue an executive order to ban Facebook across US,0
"The hacked emails at the center of Mueller’s Russia investigation, explained",0
JUST IN: Barack Obama ARRESTED in a Japanese Drug Bust,0
Lisa Page Squeals: DNC Server Was Not Hacked By Russia,0
"Bin Laden is “Alive and well in the Bahamas”, says Edward Snowden",0
Robert Redford Says: Michelle And Barack Obama Should Get Five Years In Prison,0
Delta Ticket 2017,0
Breaking: Mar-A-Lago Destroyed By Irma-Jared Kushner Still Missing,0
Puerto Rico Mayor Facing Fraud Charges Over $3M In Federal Disaster Relief,0
Dying 78 Year Old CIA Agent Admits To Killing Marilyn Monroe,0
Breaking News: FBI Uncovers Evidence That 62 Million Trump Voters are All Russian Agents,0
 If You Are Using This Toothpaste… Throw It Away Immediately Nov 28,0
"Queen Elizabeth Says: “Muslim Refugees Are Dividing Nationality, I Fully Agree With Donald Trump We Should…”(VIDEO)",0
Account Suspended,0
McCain Blamed For Sabotaging Trump,0
Create a Prank and trick your friends,0
"BOMBSHELL: COMEY KNEW MURDERED DNC STAFFER, SETH RICH, WAS WIKILEAKS SOURCE & COVERED IT UP FOR HILLARY",0
American News is under construction,0
"Actress Jennifer Aniston: “Me and All The Trump Supporter Celebrities Decide To Make A Company Named “Celebrities For Trump”, Which Fight Against All Anti Trump Celebrities, I Think President Trump Ne",0
"Police Officers, Firefighters and Others Get Hit with Tax Penalty",0
Whoopi Goldberg: Navy SEAL Widow was “Looking for Attention”,0
Starbucks Just Placed Trump’s Photo on Floor so Every Customer have to Step On It….,0
Food Stamp Enrollment Drops by Four Million in One Month,0
Obama Goes To G20 Summit,0
Melania Trump Hired Exorcist To ‘Cleanse White House Of Obama Demons’,0
URGENT: proposed law would charge protesters with terrorism,0
"Fact-Check: No, Fall River, Massachusetts, Was Not ‘Built by Immigrants’",0
Clint Eastwood Leaves His Estate To The Trump 2020 Campaign,0
"Actor Brad Pitt: 'Trump Is Not My President, We Have No Future With This...'",0
Police Find 19 White Female Bodies In Freezers With “Black Lives Matter” Carved Into Skin,0
"BREAKING: Trump fires Deputy Attorney General Rod Rosenstein, raising questions over Mueller’s fate",0
JEFFERSON DAVIS STATUE TO BE REPLACED WITH OBAMA LIKENESS,0
John Hagee Calls For “Prosecuting Women Who Say God’s Name During Intercourse”,0
The Kardashians donate whopping sum to Las Vegas mass shooting victims,0
Colorado Rockies Baseball Team To Sell Marijuana Brownies At Their Concession Stands,0
"MITT ROMNEY: ‘TRUMP HAS SOME VERY SERIOUS EMOTIONAL PROBLEMS, HE MUST RESIGN BEFORE WE…’",0
BREAKING: Trump Removes Muslim Federal Judge For Trying To Implement Sharia Law In America,0
BREAKING: Autopsy Results From Vince Foster’s Exhumed Body–Cause Of Death To Be Changed,0
"Bill Gates: “I think Donald Trump will go down to history as one of the greatest presidents, just like Reagan.”",0
"Florida Bridge Collapse, Female Company",0
HRC Caught On Tape Laughing About Irma Wiping Out All Of Those Florida Hillbillies,0
Alabama State Police Arrest 3 Poll Workers In Birmingham,0
HOLLYWOOD CELEBS: WE WILL GO ON ‘TOTAL STRIKE’ IF TRUMP DOES NOT RESIGN,0
BREAKING: Roy Moore’s Accuser Arrested And Charged With Falsification,0
White House Chef Quits Because Trump Has Only Eaten Fast Food For 6 Months,0
112-Year-Old Voters in North Carolina?,0
Denzel Washington hit by Facebook fake news story on Trump,0
NASA Will Pay You 18000 USD To Stay In Bed And Smoke Weed For 70 Straight Days,0
BREAKING: Nancy Pelosi Was Just Taken From Her Office In Handcuffs,0
Paul Ryan: “Donald Trump Plans To Resign From Office Within The Next 30 Days”,0
LISTEN: Curious Robocall Seeks 'Damaging' Information on Moore,0
"National Guard Storms Mexico Border, Makes Game-Changing Impact In Just 30 Days",0
BREAKING: Florida Moves For FULL RECOUNT Of State Over Massive Voter Fraud (DETAILS),0
BREAKING: Shep Smith To Be Canned Because He Can’t Control His Hate For Donald Trump,0
"3,000-Pound Great White Shark Captured in Great Lakes",0
Wife of Las Vegas massacre victim: ‘He saved my life and lost his’,0
BREAKING: MALIA OBAMA EXPELLED FROM HARVARD,0
Bachmann: “White People Have Suffered More In The Last 8 Years Than Blacks Did During Couple Years Of Slavery”,0
Babysitter on Crystal Meth Eats 3-Month-Old Baby,0
Contact Support,0
JUST IN: John Kerry Facing Prison,0
JUST IN: Sarah Palin In A Coma After Hit And Run,0
Trump Declares Globalist Soros As “National Security Threat”…Using Obama’s 2014 Executive Order,0
Delta targeted in online free airline ticket scam,0
Melania Just Hit Donald Trump With Shocking Announcement He Never Saw Coming,0
"OBAMA CANCELED IT, TRUMP REINSTATED IT – A VERY SACRED DAY IS BACK",0
UsPostman.com is for sale (Us Postman),0
Bumble Bee Foods charged after man cooked with tuna,0
Morgue employee cremated by mistake while taking a nap,0
Hillary Clinton Furious At ‘Special Gift’ Melania Trump Sent Her From Her Hospital Bed,0
Stephen Bannon: “Nobody Can Blame You For Beating Your Wife If It’s Out Of Love”,0
"A fake photo of Emma González went viral on the far right, where Parkland teens are villains",0
Information for the Nation,0
majorthoughts.com,0
Trump on Revamping the Military: We’re Bringing Back the Draft,0
US Representatives Promise Implement Of UN Gun-Control Plans,0
Bill Gates’ Former Doctor Says Billionaire ‘Refused To Vaccinate His Children’,0
"Haiti Official Getting Ready To Testify Against Clinton Foundation Corruption NEXT WEEK, Found DEAD With “Gunshot to the head”",0
Facebook Picks Sides in Alabama Senate Race=> Shuts Down Gateway Pundit and Breitbart Reports on Discredited Allred Accuser,0
Cannibals Arrested in Florida Claim Eating Human Flesh Cures Diabetes and Depression,0
Laguna Beach Antifa 22m David Hogg Didn't Attend Parkland High School I Went to School With Him at Redondo Shores High School in California and He Graduated in 2015 Here He Is in Our Yearbook From 201,0
Lady Gaga on Twitter,0
American News is under construction,0
Kushner And Wife Ivanka Trump Were Tossed Out Of The White House — And Donald Is Cutting Them Out Of His Will!,0
Thinking about writing in a candidate on Election Day? Read this before you do.,0
Trump Gives Chaffetz The Thumbs Up For Investigating Hillary Clinton’s Email Server,0
Obama Secretly Flees US – Leaves Stunning Evidence Behind,0
BREAKING: Monica Lewinsky Found Dead In Roslindale,0
BREAKING: The Democrat James Comey Has Been Having An Affair With Was JUST REVEALED! (DETAILS),0
"ABC News Joins Obama In Ban Of American Flag Lapel Pins, Here’s What You Need To Know",0
10 Things You Didn't Know About Nancy Pelosi,0
"Mom applies a remedy to her baby, moments later he dies. Be careful with this, moms!",0
Clinton Foundations Sends Water To Houston For $7 A Bottle,0
"Flight Crew Takes A Knee And Walks Off, Leaving New Orleans Saints Stranded On Runway",0
Floyd Mayweather Jr. Donates a Whopping Sum of Money to Houston After Hurricane – What You Missed,0
"New Star Wars Movie Filming Near Rosenberg, Texas, Large Number of Extras Needed – WBN 12 News",0
Chuck Schumers Steamy Affair With A High School Cheerleader Confirmed,0
"Tennessee GOP Twitter taken down, after Tweet exposing Pelosi involved in Pedophilia",0
"80% of black men in Atlanta are Homosexuals, study says",0
Texas church shooter was a militant atheist,0
Pope Calls for World Wide Gun Confiscation Except for the UN,0
BREAKING: Barcelona Terrorist Has A Cousin In The US Named Barack,0
BREAKING: President Trump Just Told Paul Ryan ‘You’re Fired’,0
“HIV VIRUS” Found In Walmart Bananas After 10 Year Old Boy Agreements The Infection,0
Senate Democrats Demand Supreme Court Nominee Not Be Unduly Influenced By U.S. Constitution,0
Application for ‘March For Our Lives’ permit was made months before Parkland school shooting,0
412 Michigan Muslims Arrested In Fed’s ‘LARGEST BUST IN U.S. HISTORY’,0
"BOOM: Roy Moore Takes The Military Vote, Pulls Ahead By 5K Votes",0
Julia Roberts Claims ‘Michelle Obama Isn’t Fit to Clean Melania’s Toilet’,0
New Jersey Police Chief Says Black People ‘Have No Value’ And Should All Be Executed,0
State Of Minnesota Has Just Handed Over FULL CONTROL To Muslims So They Can Take Down ‘Infidels’,0
BREAKING: Clinton Foundation Cargo Ship Raided At Port Of Baltimore Reveals Sick Secret,0
Miley Cyrus: 'Donald Trump Is a F--king Nightmare',0
BREAKING: Bill O’Reilly In Critical Condition After Being Attacked By ‘Tolerant’ Liberals,0
"Bill Murray Had This to Say About Rochester, New Hampshire Residents – News Daily 12",0
Keanu Reeves Shook The World With Another POWERFUL Message,0
BREAKING: KEN STARR’S PLANE JUST DISAPPEARED ON HIS WAY TO DC TO TESTIFY AGAINST HILLARY,0
TRUMP WANTS TO DEPORT AMERICAN INDIANS TO INDIA,0
BREAKING: Johnny Depp Taken Into Custody By Secret Service,0
"Peter Strzok, FBI Agent in Texting Scandal, Will Testify Before Congress",0
Trump Removing Marines From the Navy,0
Mueller Will Be Forced To Resign Over Pelosi Affair,0
DONALD TRUMP PRAISES COLONEL SANDERS FOR HIS SERVICE IN THE CIVIL WAR Manny Schewitz O 2 Days Ago Off the Wire Speaking to Our Intern Dave Robicheaux Who Is Paid in Facebook Likes Trump Insisted Col H,0
Charleston Shooter Dylann Roof Moved to Death Row in Terre Haute Federal Prison,0
Trump Vows to End Winter Heating Assistance for Elderly and Disabled – Our Voice,0
BREAKING: Supreme Court Issues Its First Bench Warrant Ever,0
Clinton Foundation Largest Unprosecuted Charity Fraud in History-Charles Ortel,0
You are being redirected...,0
"Smoking In Cars With Children Is Illegal Starting January 30, 2018",0
FBI uncovered Russian bribery plot before Obama administration approved controversial nuclear deal with Moscow,0
NASA Has Just Confirmed Earth Has A New Moon,0
"The pro-Russia, pro-weed, pro-Assange GOP congressman who will be tough to beat",0
Target Recalls Water Absorbing Toys Due to Serious Ingestion Hazard,0
UPDATE: Malia Obama Among 10 Arrested In Racist Antifa Attack,0
UF requests to cancel Rivalry game against FSU,0
Las Vegas Shooting Witnesses Report Multiple Gunmen Dressed as Security Guards Oct 3 2017,0
alternativemediasyndicate.com,0
BREAKING: US comedian Kevin Hart in critical condition after gory car crash,0
TRUMP APPROVAL RATING Better than Obama and Reagan at Same Point in their Presidencies,0
Fox News Sandra Smith: “Everybody Could See From The United Airlines Passenger’s Behavior That He Was Not A Genuine American”,0
flashnewscorner.com,0
"DNC’s Donna Brazile Dedicated Her Book to ‘Patriot’ Seth Rich, Whose Death Made Her Fear for Her Own Life",0
Manager killed 10 employees at checkers on 183st and 27ave,0
Obama Announces Bid To Become UN Secretary General – Usa News,0
MEXICO’S NEXT PRESIDENT Calls for An Invasion Of The US….,0
NASA ANNOUNCED THAT IT COMMUNICATED WITH FOUR RACES OF ALIENS,0
Ohio student suspended for staying in class during National Walkout Day,0
BREAKING NEWS: Prince William and Harry donates $100 million to Hurricane Harvey Victims,0
Morgan Freeman: ‘Jailing Hillary’ Best Way To ‘Restore Public Faith In Govt’,0
Jason Aldean Gig Canceled After He Sells Out To Liberals On SNL,0
Trump Orders 13 Obama Deep State Operatives Arrested For Treason,0
Inside a Fake News Sausage Factory: ‘This Is All About Income’,0
CNN To Permanently Close Its Doors As Ratings Plunge 30 Percent,0
REPORT: Kim Jong Un Killed In Trump’s Overnight Black Op Attack On North Korea -,0
"Statement from FDA Commissioner Scott Gottlieb, M.D., on FDA’s ongoing efforts to help improve effectiveness of influenza vaccines",0
Eric Trump: It would be 'foolish' for my dad to release tax returns,0
BREAKING! Roy Moore’s Accuser Worked for Democratic Leaders and Is Actively Campaigning for Moore’s Opponent ⋆ Activist Mommy,0
Civil War Erupts In Sweden as Irate Swedes Burn Nine Muslim Refugee Centers to the Ground,0
Mental Images,0
Kurt Russel Just SHOWED Overpaid Celebs It’s Time To Shut Up About Trump – Hits Them Where It Hurts!,0
First Indictment Issued In Russian Bribery Case Tied To Obama-Era Uranium One Deal,0
Trump’s Top Scientist Pick: “Scientists Are Just Dumb Regular People That Think Dinosaurs Existed And The Earth Is Getting Warmer”,0
STUNNING! Democrats BOO and GROAN at Trump Mention of Murder Victims of MS-13 Killers (VIDEO),0
"BREAKING: Trump Just Gave Every WORKING, LEGAL Man Woman And Child In The USA $612 EACH! -",0
Investigators: Anthony Bourdain Was Killed By Clinton Operatives,0
 Friendly Fire … Charlottesville Car attacker is antiTrump Antifa supporter,0
BREAKING: 60 People Just Found Dead In Ohio,0
Denzel Washington: With Trump we avoided war with Russia and Orwellian Police State,0
"Oprah Winfrey: The Butler, racism and Obama",0
All Citizens Who Want to Receive Gvt Benefits Must Agree to Be Microchipped in the Near Future,0
USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!,0
BREAKING ObamaLed UN Has Just Made It Official US To Immediately Pay Blacks ‘Reparations’,0
Computer Models Show IRMA Destroying New York City On Sept. 10,0
"NASA Will Pay You $100,000 To Stay In Bed For 60 Days!",0
BREAKING: President Trump Pardons Kim Davis,0
"Last in Queen Elizabeth II's line of corgis dies, says British press",0
And we pay her a salary!.... - Judge Jeanine Pirro has Fans,0
"Whoopi Goldberg Humiliated, Handcuffed And Dragged Out Of The TV Studio",0
BREAKING: CZECH REPUBLIC ARMS CITIZENS – “YOU CAN NOW SHOOT TERRORISTS ON SIGHT”,0
Alabama football Crimson Tide disqualified from national championship,0
"Georgia Mosque KEEPS Hurricane Harvey Donations, Will Send To Syrian Refugees Instead",0
World's most popular candy to be removed from shelves by October 2017!,0
"Scott Baio, Beloved Face Of Conservatism, Dies In Small Plane Crash On His Way To Visit Trump",0
BREAKING: Black Hockey Player FIRED After Raising Fist During National Anthem,0
Attorney General Sessions Statement on Recusal,0
BREAKING: Rosa Parks’ Daughter Praises Trump’s Response to Charlottesville – forfreedomworld,0
Trump warns Russia over Jehovah’s Witnesses ban and urges members to seek asylum in the US,0
BOMBSHELL!! Obama Paid FBI Informant Over $1 MILLION To Do It To Trump! EVEN AFTER THE ELECTION!,0
"Singer Tina Turner: “This Thanksgiving Is The First Time in 8 Years That I am Thankful For Our President, God Bless Him And His Supporters.” Do You Support To Tina ? – American President Donald J. Tru",0
"Democrats go full TYRANNY: Now demand nationwide gun confiscation from law-abiding Americans… at gunpoint, of course",0
"FOX Network Picks Up ‘Roseanne,’ Saying It Has No Problem With Occasional Racism – The Newly Press News Network – POTUS Press Network",0
ICE removal key goal of Democrats in 2020 election,0
Obama Orders Life-Sized Bronze Statute of Himself To Be Permanently Installed in White House,0
Donald Trump Dead From A Fatal HEART ATTACK! — Steemit,0
Vets for Trump Facebook page,0
Red Hen Owner Just Issued Sick Threat To Sarah Sanders After Biz Was Destroyed By Booting Her,0
Libtard Hero Al Franken Forced To Resign In Disgrace,0
Fox News' Shepard Smith: 'Why is it lie after lie after lie?' on Russia meeting,0
Trump Nation,0
Wilmington Regional Film Commission,0
Man Loses His Testicles After Attempting To Smoke Weed Through A Scuba Tank,0
proudleader.com,0
"Emma Gonzalez Bullied School Shooter, Isn’t Sorry; Then Retweets Message Blaming “White Boys’ Entitlement” As Cause Of All School Shootings",0
Lady Gaga Reveals Plan To Cover Her Face Again “Until Trump Gets Fired From Office And I Feel Free Once More”,0
“Gay People Should Wear Specially-Colored Clothes To Warn Straight People”,0
San Juan City Council Votes Unanimously To Impeach Trump-Hating Mayor,0
UPDATE: Van Full Of Illegals Caught Voting At Multiple Alabama Polling Locations,0
BREAKING: Irish superstar Saoirse Ronan dies after on-set accident in St. Lucia,0
Information for the Nation,0
WE CALLED IT! Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore's Yearbook 'Signature' (VIDEO),0
Miss Universe Guayana 2016 arrestada con 2kilos en London Airport😱,0
"Nancy Pelosi Suffers Breakdown, Taken From Capitol Hill On A Stretcher",0
SMOKING GUN=> San Juan Teamsters Didn't Show Up for Work to Distribute Relief Supplies,0
BREAKING: President Trump Signs Executive Order Stripping NFL Of ‘Non-Profit’ Status,0
"Michelle Obama: ‘Florida Shooting Is Clearly Trump’s Fault, These Shootings Are Happening Constantly Since He Became Our President.We Must Protect Our Children From This Tyrant”Do You Support Her?’",0
"First family visits D.C. shelter, highlights homeless veterans’ plight",0
Hillary In Hiding As Police Discover Dead Body Hidden In Huma Abedin’s Dumpster,0
 Breaking President Trump makes English the official language of the United States,0
BREAKING: Santa Fe Killer Confesses His Love For Obama,0
Pence: “Michelle Obama Is The Most Vulgar First Lady We’ve Ever Had”,0
‘NASA Confirms’ 15 Days Of Darkness Coming This Month,0
Snoop Dogg Arrested For Conspiracy After Talking About His ‘Murder Trump’ Video,0
"Shaquille O’Neal Says: ‘Trump Is Possibly The Best President Of The President Of All Times Ever, He Is Not Afraid To…’",0
BREAKING: Mike Huckabee Just Fired!,0
UPDATE: Florida Governor Rick Scott Now Listed As &#8216;Critical&#8217; After Bizarre Hurricane Cleanup Accident,0
 BREAKING Muslims’ Disturbing Plan Comes Out After Grocery Stores Go Bare To Prepare For Irma,0
Virginia Republican Wants Schools To Check Children's Genitals Before Using Bathroom,0
Leonardo DiCaprio Tells President Obama That He's Going to Mars,0
Prince William May Not Attend Royal Wedding Leaving Harry Without a Best Man; Princess Diana Would Not Be Happy,0
Man pardoned by Obama ‘executed’ by masked men at halfway house,0
eCFR — Code of Federal Regulations,0
Student Hasn't Stopped Filming Since Florida School Shooting,0
BREAKING: Trump Caught INVESTING in Dakota Pipeline Before Signing It,0
FDA Announced That Vaccines Are Causing Autism,0
Carnival Cruise Lines will now offer FREE Cruises,0
BREAKING: Fox Star Tucker Carlson In Critical Condition After Head On Collision Driving Home,0
BUSTED: Obama is Holding Secret Meetings to OVERTAKE the White House,0
Texas law enforcement officer fatally shot upon arriving for work by 3 Muslim refugee. Do you support to deport them?,0
Hurricane Irene: ‘Photo’ of shark swimming in street is fake,0
BOMBSHELL: Internet Sleuths Just Found the SMOKING GUN on Dems Planning Violence in Charlottesville,0
New Regulation Requires 75 MPH Governor On All Motorcycles,0
Spicer: “Trump Has The Legal Right To Cancel SCOTUS Because They Serve At His Pleasure”,0
"BREAKING: FBI Just Raided The White House, 6 People Thrown Out",0
BREAKING: Conservative Icon Ted Nugent Killed In Hunting Accident,0
Melania Trump undergoes kidney surgery at Walter Reed medical center,0
"No, Sandra Bullock didn't disparage Hillary Clinton",0
Jimmy Carter: “Medical Marijuana Cured My Cancer”,0
"Obama, Not Donald Trump, May Be Invited to Royal Wedding of Prince Harry and Meghan Markle",0
"Seattle Police Begin Gun Confiscations: No Laws Broken, No Warrant, No Charges",0
Trey Gowdy Breaks His Silence After 2 Of His Investigators Are Found Tortured And Killed…,0
9 celebrities who say they'll move to Canada if Donald Trump becomes president,0
Malia Obama Arrested With A Gang Of Thugs In Chicago,0
Southwest Airlines 2017,0
Pro-Lifers Declare “Ejaculation Is Murder: Every Sperm Cell Is A Life”,0
"Somali Immigrant Crashes Car Into Ohio Families Home, Killing The Infant At Home",0
Post claiming free tickets on Allegiant Air,0
British Politician Beaten by Protestors for 'Welcoming Trump to the UK',0
Archbishop Desmond Tutu dies while holidaying in Texas,0
BREAKING: Trump Just Ended Welfare For One HUGE Group For 5 Years! – Let The Riots ERUPT!,0
"Executive Order Leads to Capture of ISIS Leader, Rasheed Muhammad",0
Eric Schneiderman Helped NXIVM Sell Child Sex Slaves To The Clintons,0
"Melania Trump: ‘If ISIS Lay A Finger On Barron, I’ll Scratch Obama’s Eyes Out’",0
BREAKING: FBI Issues Warrant For Obama’s Arrest After Confirming Illegal Trump Tower Wiretap,0
Chinese Lunar Rover Finds No Evidence Of American Moon Landings,0
WHOA! YouTube Witness Makes SHOCKING Admission On LIVE TV! CNN PULLS PLUG IMMEDIATELY! — ShareRED,0
THIS ARTICLE RETRACTED: Red Crescent Says No Evidence of Chemical Attack in Syria’s Douma,0
‘Smallville’ Star Confesses She Sold Children To Rothschilds And Clintons,0
Maxine Waters Is Getting Criminally Charged!,0
"THIS IS AMAZING: In 1984, the New York Times said Trump would be our BEST president…They forgot…..",0
The CNN porn scare is how fake news spreads,0
Breaking: Crew Of Air Force One Refuses To Fly Obama 6000 Miles ‘Just To Play Golf’ – BuzzfeedUSA,0
National Federation of Independent Business,1
comments in Fayetteville NC,1
"Romney makes pitch, hoping to close deal : Elections : The Rocky Mountain News",1
Democratic Leaders Say House Democrats Are United Against GOP Default Act,1
"Budget of the United States Government, FY 2008",1
Donald Trump exaggerates when he says China has 'total control' over North Korea,1
25th Amendment,1
子供たちのコト。私のコト。,1
"Briefing by White House Press Secretary Robert Gibbs, 9/10/09",1
A Solar Grand Plan: Scientific American,1
Covering Young Adults Under the Affordable Care Act: The Importance of Outreach and Medicaid Expansion,1
"Harry Reid Says GOP Should ""Stop Crying"" About Reconciliation",1
Political TV Ad Archive » PolAd,1
Bureau of Labor Statistics Data,1
Summary of the Affordable Care Act,1
'This Week' Transcript: Holder and Giuliani,1
Impeachment Talk Becomes a Cynical Game,1
Preventing the Flu: Good Health Habits Can Help Stop Germs,1
Las Vegas campaign rally,1
MoveOn.org Political Action: 10 things to know about McCain,1
Rand Paul Campaigns in Iowa for Miller-Meeks,1
Hispanic Populations Share of Wealth Likely to Increase by 2025,1
Hillary Clinton says guns exceed next nine categories as leading cause of death for young black men,1
Already a lost decade: Working-age household income down more than 10% since 2000,1
U.S. Senate: Supreme Court Nominations: present-1789,1
PolitiFact’s annotated transcript of the second presidential debate,1
Obamas comments on capandtrade costs,1
Des Moines Register,1
The Tonight Show with Jay Leno,1
'This Week' Transcript: Pelosi and Gates,1
Losing Ground Foreclosures in the Subprime Market and Their Cost to Homeowners,1
Joint DHS and ODNI Election Security Statement,1
U.S. Senate: U.S. Senate Roll Call Votes 110th Congress,1
Palin-Huey,1
"Employment, Hours, and Earnings from the Current Employment Statistics survey (National) Home Page",1
"No, We Can’t? Or Won’t?",1
Barack Obama’s Remarks in St. Paul,1
letter to Chaffetz and Cummings,1
The Arena - Politico's daily debate with policymakers and opinion shapers,1
The Economic Burden Caused by Tax Code Complexity,1
McDonnell Letter Urges No Delay in Virginia Offshore Energy Exploration and Development,1
"To young people who are undocumented: This is your country, too.",1
Transcript of AP interview with Trump,1
Change We Can Believe In,1
Infrastructure Report Card 2005,1
"GOP Task Force, Lone Democrat Eye Trafficking Law",1
Dr. James Dobson,1
McCain: McSame as Bush,1
john.he.is,1
Remarks on counterterrorism at Stanford University,1
iQ media Clip Player,1
Remarks by the President on Increasing Oversight on Manipulation in Oil Markets,1
U.S. Army's Involvement in Motorsports,1
